uid,title,types,sourceTypes,citations,source.sourceTitle,source.publishYear,source.publishMonth,source.volume,source.supplement,source.pages.range,source.pages.begin,source.pages.end,source.pages.count,names.authors,links.record,identifiers.issn,identifiers.eissn,keywords.authorKeywords,source.issue,links.references,links.related,identifiers.doi,identifiers.pmid,names.bookCorp,identifiers.isbn,names.bookEditors,source.specialIssue,identifiers.eisbn,source.articleNumber,names.corp
WOS:A1997YK24500007,Successful treatment of idiopathic retroperitoneal fibrosis with steroids,['Article'],['Article'],"[{'db': 'WOK', 'count': 0}]",ANNALS OF SAUDI MEDICINE,1997,JUL,17,,419-422,419,422,4,"[{'displayName': 'Kardar, AH', 'wosStandard': 'Kardar, AH', 'researcherId': 'CWV-2786-2022'}, {'displayName': 'Sundin, T', 'wosStandard': 'Sundin, T', 'researcherId': 'GGZ-6308-2022'}, {'displayName': 'AlSuhaibani, H', 'wosStandard': 'AlSuhaibani, H', 'researcherId': 'EKW-0531-2022'}, {'displayName': 'Aslam, M', 'wosStandard': 'Aslam, M', 'researcherId': 'CBQ-9471-2022'}, {'displayName': 'Peracha, A', 'wosStandard': 'Peracha, A', 'researcherId': 'DKQ-7773-2022'}, {'displayName': 'Lindstedt, E', 'wosStandard': 'Lindstedt, E', 'researcherId': 'FIS-3644-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:A1997YK24500007&DestLinkType=FullRecord&DestApp=WOS_CPL,0256-4947,,[],4,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:A1997YK24500007&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:A1997YK24500007&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.5144/0256-4947.1997.419,17353593,,,,,,,
WOS:A1997YH88800023,Differential effect of ammonium on the induction of nitrate and nitrite reductase activities in roots of barley (Hordeum vulgare) seedlings,['Article'],['Article'],"[{'db': 'WOK', 'count': 23}]",PHYSIOLOGIA PLANTARUM,1997,NOV,101,,612-619,612,619,8,"[{'displayName': 'Aslam, M', 'wosStandard': 'Aslam, M', 'researcherId': 'EKH-5041-2022'}, {'displayName': 'Travis, RL', 'wosStandard': 'Travis, RL', 'researcherId': 'CDO-9817-2022'}, {'displayName': 'Rains, DW', 'wosStandard': 'Rains, DW', 'researcherId': 'DNM-4321-2022'}, {'displayName': 'Huffaker, RC', 'wosStandard': 'Huffaker, RC', 'researcherId': 'CUO-8534-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:A1997YH88800023&DestLinkType=FullRecord&DestApp=WOS_CPL,0031-9317,1399-3054,"['ammonium', 'barley', 'Hordeum vulgare', 'induction', 'nitrate reductase', 'nitrite reductase', 'roots']",3,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:A1997YH88800023&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:A1997YH88800023&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1111/j.1399-3054.1997.tb01045.x,,,,,,,,
WOS:000087960800005,Heat stress tolerance studies in callus cultures of <i>Gossypium hirsutum</i> L. cv. Acala SJ2.,['Article'],['Article'],"[{'db': 'WOK', 'count': 0}]",PAKISTAN JOURNAL OF BOTANY,1999,DEC,31,,271-281,271,281,11,"[{'displayName': 'Akhtar, LH', 'wosStandard': 'Akhtar, LH', 'researcherId': 'EJO-7553-2022'}, {'displayName': 'Gorham, J', 'wosStandard': 'Gorham, J', 'researcherId': 'EWZ-2091-2022'}, {'displayName': 'Akhtar, M', 'wosStandard': 'Akhtar, M', 'researcherId': 'EJK-0854-2022'}, {'displayName': 'Safdar, M', 'wosStandard': 'Safdar, M', 'researcherId': 'IPQ-7845-2023'}, {'displayName': 'Aslam, M', 'wosStandard': 'Aslam, M', 'researcherId': 'ELY-6559-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000087960800005&DestLinkType=FullRecord&DestApp=WOS_CPL,0556-3321,,[],2,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000087960800005&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000087960800005&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,,,,,,,,
WOS:000087960800023,Studies on the mashbean (<i>Vigna mungo</i>) in rainfed agro-ecosystem,['Article'],['Article'],"[{'db': 'WOK', 'count': 0}]",PAKISTAN JOURNAL OF BOTANY,1999,DEC,31,,447-454,447,454,8,"[{'displayName': 'Aslam, M', 'wosStandard': 'Aslam, M', 'researcherId': 'CDR-2423-2022'}, {'displayName': 'Hashmi, NI', 'wosStandard': 'Hashmi, NI', 'researcherId': 'CUU-2410-2022'}, {'displayName': 'Stapleton, ARA', 'wosStandard': 'Stapleton, ARA', 'researcherId': 'GBQ-5658-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000087960800023&DestLinkType=FullRecord&DestApp=WOS_CPL,0556-3321,2070-3368,[],2,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000087960800023&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000087960800023&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,,,,,,,,
WOS:000086783702572,Effect of spontaneous gastroesophageal reflux events on respiration in humans.,['Abstract'],['Meeting Abstract'],"[{'db': 'WOK', 'count': 0}]",GASTROENTEROLOGY,2000,APR,118,2,A627-A627,A627,A627,1,"[{'displayName': 'Gu, C', 'wosStandard': 'Gu, C', 'researcherId': 'CRQ-7682-2022'}, {'displayName': 'Aslam, M', 'wosStandard': 'Aslam, M', 'researcherId': 'ENO-1679-2022'}, {'displayName': 'Arndorfer, RC', 'wosStandard': 'Arndorfer, RC', 'researcherId': 'ELX-3162-2022'}, {'displayName': 'Hofmann, CL', 'wosStandard': 'Hofmann, CL', 'researcherId': 'FBC-6044-2022'}, {'displayName': 'Shaker, R', 'wosStandard': 'Shaker, R', 'researcherId': 'FWO-0817-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000086783702572&DestLinkType=FullRecord&DestApp=WOS_CPL,0016-5085,,[],4,,,10.1016/S0016-5085(00)84646-6,,,,,,,,
WOS:000086783700932,Generation and characterization of human esophageal microvascular endothelial cells (HEMEC): Regional microvascular specialization in the GI tract.,['Abstract'],['Meeting Abstract'],"[{'db': 'WOK', 'count': 0}]",GASTROENTEROLOGY,2000,APR,118,2,A232-A232,A232,A232,1,"[{'displayName': 'Binion, DG', 'wosStandard': 'Binion, DG', 'researcherId': 'CFN-4127-2022'}, {'displayName': 'Aslam, M', 'wosStandard': 'Aslam, M', 'researcherId': 'ENO-1679-2022'}, {'displayName': 'Fisher, PJ', 'wosStandard': 'Fisher, PJ', 'researcherId': 'CRW-4304-2022'}, {'displayName': 'Grawein, SJ', 'wosStandard': 'Grawein, SJ', 'researcherId': 'EVL-7106-2022'}, {'displayName': 'Collins, NM', 'wosStandard': 'Collins, NM', 'researcherId': 'CLR-0532-2022'}, {'displayName': 'Kugathasan, S', 'wosStandard': 'Kugathasan, S', 'researcherId': 'FFJ-4095-2022'}, {'displayName': 'Rafiee, P', 'wosStandard': 'Rafiee, P', 'researcherId': 'DNB-6116-2022'}, {'displayName': 'Johnson, CP', 'wosStandard': 'Johnson, CP', 'researcherId': 'CYF-8144-2022'}, {'displayName': 'Bousamra, M', 'wosStandard': 'Bousamra, M', 'researcherId': 'CHT-2273-2022'}, {'displayName': 'Shaker, R', 'wosStandard': 'Shaker, R', 'researcherId': 'FWO-0817-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000086783700932&DestLinkType=FullRecord&DestApp=WOS_CPL,0016-5085,,[],4,,,10.1016/S0016-5085(00)83003-6,,,,,,,,
WOS:000165855100011,Genetic improvement and correlation in corn,['Article'],['Article'],"[{'db': 'WOK', 'count': 0}]",PAKISTAN JOURNAL OF BOTANY,2000,JUN,32,,69-75,69,75,7,"[{'displayName': 'Khan, NA', 'wosStandard': 'Khan, NA', 'researcherId': 'CZN-3575-2022'}, {'displayName': 'Sharif, A', 'wosStandard': 'Sharif, A', 'researcherId': 'DTN-3421-2022'}, {'displayName': 'Ghafoor, A', 'wosStandard': 'Ghafoor, A', 'researcherId': 'F-9638-2011'}, {'displayName': 'Aslam, M', 'wosStandard': 'Aslam, M', 'researcherId': 'HVK-7946-2023'}, {'displayName': 'Ashraf, M', 'wosStandard': 'Ashraf, M', 'researcherId': 'HDE-9692-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000165855100011&DestLinkType=FullRecord&DestApp=WOS_CPL,0556-3321,,[],1,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000165855100011&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000165855100011&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,,,,,,,,
WOS:000088408200004,Upper esophageal sphincter function during gastroesophageal reflux events revisited,['Article'],['Article'],"[{'db': 'WOK', 'count': 46}]",AMERICAN JOURNAL OF PHYSIOLOGY-GASTROINTESTINAL AND LIVER PHYSIOLOGY,2000,AUG,279,,G262-G267,G262,G267,6,"[{'displayName': 'Torrico, S', 'wosStandard': 'Torrico, S', 'researcherId': 'EAZ-9418-2022'}, {'displayName': 'Kern, M', 'wosStandard': 'Kern, M', 'researcherId': 'FYS-1831-2022'}, {'displayName': 'Aslam, M', 'wosStandard': 'Aslam, M', 'researcherId': 'ENO-1679-2022'}, {'displayName': 'Narayanan, S', 'wosStandard': 'Narayanan, S', 'researcherId': 'FNU-8860-2022'}, {'displayName': 'Kannappan, A', 'wosStandard': 'Kannappan, A', 'researcherId': 'FCO-5140-2022'}, {'displayName': 'Ren, JL', 'wosStandard': 'Ren, JL', 'researcherId': 'GNH-2845-2022'}, {'displayName': 'Sui, ZM', 'wosStandard': 'Sui, ZM', 'researcherId': 'IPH-1597-2023'}, {'displayName': 'Hofmann, C', 'wosStandard': 'Hofmann, C', 'researcherId': 'IKV-5220-2023'}, {'displayName': 'Shaker, R', 'wosStandard': 'Shaker, R', 'researcherId': 'FWO-0817-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000088408200004&DestLinkType=FullRecord&DestApp=WOS_CPL,0193-1857,,"['upper esophageal sphincter pressure', 'gastroesophageal reflux', 'airway protection']",2,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000088408200004&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000088408200004&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1152/ajpgi.2000.279.2.G262,10915633,,,,,,,
WOS:000088408200003,Disruption of primary and secondary esophageal peristalsis by afferent stimulation,['Article'],['Article'],"[{'db': 'WOK', 'count': 19}]",AMERICAN JOURNAL OF PHYSIOLOGY-GASTROINTESTINAL AND LIVER PHYSIOLOGY,2000,AUG,279,,G255-G261,G255,G261,7,"[{'displayName': 'Bardan, E', 'wosStandard': 'Bardan, E', 'researcherId': 'CFB-2654-2022'}, {'displayName': 'Xie, PY', 'wosStandard': 'Xie, PY', 'researcherId': 'EHC-5635-2022'}, {'displayName': 'Aslam, M', 'wosStandard': 'Aslam, M', 'researcherId': 'ENO-1679-2022'}, {'displayName': 'Kern, M', 'wosStandard': 'Kern, M', 'researcherId': 'FYS-1831-2022'}, {'displayName': 'Shaker, R', 'wosStandard': 'Shaker, R', 'researcherId': 'FWO-0817-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000088408200003&DestLinkType=FullRecord&DestApp=WOS_CPL,0193-1857,,"['peristaltic inhibition', 'esophageal afferents', 'pharyngeal afferents', 'esophageal dysmotility']",2,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000088408200003&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000088408200003&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1152/ajpgi.2000.279.2.G255,10915632,,,,,,,
WOS:000089092100029,"Radical cystectomy: Minimizing operative blood loss with a ""stapling technique""",['Article'],['Article'],"[{'db': 'WOK', 'count': 20}]",UROLOGY,2000,SEP,56,,488-491,488,491,4,"[{'displayName': 'Hanash, KA', 'wosStandard': 'Hanash, KA', 'researcherId': 'EYM-2089-2022'}, {'displayName': 'Peracha, AM', 'wosStandard': 'Peracha, AM', 'researcherId': 'IGD-4164-2023'}, {'displayName': 'Al-Zahrani, HM', 'wosStandard': 'Al-Zahrani, HM', 'researcherId': 'GWF-4117-2022'}, {'displayName': 'Merdad, TA', 'wosStandard': 'Merdad, TA', 'researcherId': 'IER-5455-2023'}, {'displayName': 'Kardar, AH', 'wosStandard': 'Kardar, AH', 'researcherId': 'CWV-2786-2022'}, {'displayName': 'Aslam, M', 'wosStandard': 'Aslam, M', 'researcherId': 'HCI-3725-2022'}, {'displayName': 'Mohamed, GH', 'wosStandard': 'Mohamed, GH', 'researcherId': 'DGY-1345-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000089092100029&DestLinkType=FullRecord&DestApp=WOS_CPL,0090-4295,,[],3,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000089092100029&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000089092100029&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1016/S0090-4295(00)00582-3,10962321,,,,,,,
WOS:000089820300024,Prostatic carcinoma: A nutritional disease? Conflicting data from the Kingdom of Saudi Arabia,"['Article', 'Meeting']","['Article', 'Proceedings Paper']","[{'db': 'WOK', 'count': 20}]",JOURNAL OF UROLOGY,2000,NOV,164,,1570-1572,1570,1572,3,"[{'displayName': 'Hanash, KA', 'wosStandard': 'Hanash, KA', 'researcherId': 'EYM-2089-2022'}, {'displayName': 'Al-Othaimeen, A', 'wosStandard': 'Al-Othaimeen, A', 'researcherId': 'CCK-5519-2022'}, {'displayName': 'Kattan, S', 'wosStandard': 'Kattan, S', 'researcherId': 'FGK-5211-2022'}, {'displayName': 'Lindstedt, E', 'wosStandard': 'Lindstedt, E', 'researcherId': 'FIS-3644-2022'}, {'displayName': 'Al-Zahrani, H', 'wosStandard': 'Al-Zahrani, H', 'researcherId': 'EMR-2532-2022'}, {'displayName': 'Merdad, T', 'wosStandard': 'Merdad, T', 'researcherId': 'FPC-7932-2022'}, {'displayName': 'Peracha, A', 'wosStandard': 'Peracha, A', 'researcherId': 'DLW-2459-2022'}, {'displayName': 'Kardar, AH', 'wosStandard': 'Kardar, AH', 'researcherId': 'CWV-2786-2022'}, {'displayName': 'Aslam, M', 'wosStandard': 'Aslam, M', 'researcherId': 'HMT-6906-2023'}, {'displayName': 'Al-Akkad, A', 'wosStandard': 'Al-Akkad, A', 'researcherId': 'CAV-8675-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000089820300024&DestLinkType=FullRecord&DestApp=WOS_CPL,0022-5347,1527-3792,"['prostate', 'prostatic neoplasms', 'diet', 'dietary fats', 'acids, saturated fatty']",5,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000089820300024&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000089820300024&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1016/S0022-5347(05)67030-9,11025706,,,,,,,
WOS:000166661500004,Differential effect of amino acids on nitrate uptake and reduction systems in barley roots,['Article'],['Article'],"[{'db': 'WOK', 'count': 71}]",PLANT SCIENCE,2001,JAN 5,160,,219-228,219,228,10,"[{'displayName': 'Aslam, M', 'wosStandard': 'Aslam, M', 'researcherId': 'HTU-6995-2023'}, {'displayName': 'Travis, RL', 'wosStandard': 'Travis, RL', 'researcherId': 'CDO-9817-2022'}, {'displayName': 'Rains, DW', 'wosStandard': 'Rains, DW', 'researcherId': 'DNM-4321-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000166661500004&DestLinkType=FullRecord&DestApp=WOS_CPL,0168-9452,,"['amino acids', 'barley', 'nitrate uptake', 'nitrate reductase', 'roots']",2,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000166661500004&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000166661500004&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1016/S0168-9452(00)00391-5,11164593,,,,,,,
WOS:000168514701089,Esophageal air distention and swallowing overrides balloon stimulated UES contraction,['Abstract'],['Meeting Abstract'],"[{'db': 'WOK', 'count': 0}]",GASTROENTEROLOGY,2001,APR,120,1,A219-A220,A219,A220,2,"[{'displayName': 'Aslam, M', 'wosStandard': 'Aslam, M', 'researcherId': 'ENO-1679-2022'}, {'displayName': 'Simuncak, C', 'wosStandard': 'Simuncak, C', 'researcherId': 'DUU-4144-2022'}, {'displayName': 'Hogan, WJ', 'wosStandard': 'Hogan, WJ', 'researcherId': 'CVA-1765-2022'}, {'displayName': 'Shaker, R', 'wosStandard': 'Shaker, R', 'researcherId': 'FWO-0817-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000168514701089&DestLinkType=FullRecord&DestApp=WOS_CPL,0016-5085,,[],5,,,,,,,,,,,
WOS:000169298300015,Enhancement of nitrate reductase activity and metabolic nitrate concentration by methionine sulfoximine in barley roots,['Article'],['Article'],"[{'db': 'WOK', 'count': 15}]",PLANT SCIENCE,2001,JUN,161,,133-142,133,142,10,"[{'displayName': 'Aslam, M', 'wosStandard': 'Aslam, M', 'researcherId': 'HTU-6995-2023'}, {'displayName': 'Travis, RL', 'wosStandard': 'Travis, RL', 'researcherId': 'CDO-9817-2022'}, {'displayName': 'Rains, DW', 'wosStandard': 'Rains, DW', 'researcherId': 'DNM-4321-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000169298300015&DestLinkType=FullRecord&DestApp=WOS_CPL,0168-9452,,"['barley', 'induction', 'metabolic nitrate', 'methionine sulfoximine', 'nitrate reductase activity', 'roots']",1,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000169298300015&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000169298300015&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1016/S0168-9452(01)00396-X,,,,,,,,
WOS:000170881200022,Inhibition of net nitrate uptake by ammonium in pima and acala cotton roots,['Article'],['Article'],"[{'db': 'WOK', 'count': 14}]",CROP SCIENCE,2001,JUL-AUG,41,,1130-1136,1130,1136,7,"[{'displayName': 'Aslam, M', 'wosStandard': 'Aslam, M', 'researcherId': 'EKH-5041-2022'}, {'displayName': 'Travis, RL', 'wosStandard': 'Travis, RL', 'researcherId': 'CDO-9817-2022'}, {'displayName': 'Rains, DW', 'wosStandard': 'Rains, DW', 'researcherId': 'DNM-4321-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000170881200022&DestLinkType=FullRecord&DestApp=WOS_CPL,0011-183X,,[],4,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000170881200022&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000170881200022&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.2135/cropsci2001.4141130x,,,,,,,,
WOS:000182814200013,Pharmacokinetics of intravenous/subcutaneous enoxaparin in patients with acute coronary syndrome undergoing percutaneous coronary interventions,['Article'],['Article'],"[{'db': 'WOK', 'count': 24}]",CATHETERIZATION AND CARDIOVASCULAR INTERVENTIONS,2002,OCT,57,,187-190,187,190,4,"[{'displayName': 'Aslam, MS', 'wosStandard': 'Aslam, MS', 'researcherId': 'ELJ-6501-2022'}, {'displayName': 'Sundberg, S', 'wosStandard': 'Sundberg, S', 'researcherId': 'GFZ-8066-2022'}, {'displayName': 'Sabri, MN', 'wosStandard': 'Sabri, MN', 'researcherId': 'DPU-7058-2022'}, {'displayName': 'Cooke, D', 'wosStandard': 'Cooke, D', 'researcherId': 'EPC-5405-2022'}, {'displayName': 'Lakier, JB', 'wosStandard': 'Lakier, JB', 'researcherId': 'DBD-1156-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000182814200013&DestLinkType=FullRecord&DestApp=WOS_CPL,1522-1946,1522-726X,"['enoxaparin', 'pharmacokinetics', 'low-molecular-weight heparin', 'percutaneous coronary intervention', 'coronary angiography']",2,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000182814200013&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000182814200013&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1002/ccd.10305,12357518,,,,,,,
WOS:000182814600003,Brachytherapy for renal artery in-stent restenosis,['Article'],['Article'],"[{'db': 'WOK', 'count': 22}]",CATHETERIZATION AND CARDIOVASCULAR INTERVENTIONS,2003,FEB,58,,151-154,151,154,4,"[{'displayName': 'Aslam, MS', 'wosStandard': 'Aslam, MS', 'researcherId': 'ELJ-6501-2022'}, {'displayName': 'Balasubramanian, J', 'wosStandard': 'Balasubramanian, J', 'researcherId': 'CCO-1843-2022'}, {'displayName': 'Greenspahn, BR', 'wosStandard': 'Greenspahn, BR', 'researcherId': 'FAK-4834-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000182814600003&DestLinkType=FullRecord&DestApp=WOS_CPL,1522-1946,,"['renal artery stenosis', 'renal artery in-stent restenosis', 'renal artery brachytherapy', 'renal artery cutting balloon angioplasty']",2,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000182814600003&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000182814600003&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1002/ccd.10415,12552535,,,,,,,
WOS:000183769100014,High risk levels of lipoprotein(a) in Pakistani patients with type 2 diabetes mellitus,['Article'],['Article'],"[{'db': 'WOK', 'count': 6}]",SAUDI MEDICAL JOURNAL,2003,JUN,24,,647-651,647,651,5,"[{'displayName': 'Habib, SS', 'wosStandard': 'Habib, SS', 'researcherId': 'ABD-2283-2020'}, {'displayName': 'Aslam, M', 'wosStandard': 'Aslam, M', 'researcherId': 'FZO-2492-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000183769100014&DestLinkType=FullRecord&DestApp=WOS_CPL,0379-5284,,[],6,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000183769100014&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000183769100014&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,12847596,,,,,,,
WOS:000186784400021,Laparoscopic ablation of giant renal cyst,['Article'],['Article'],"[{'db': 'WOK', 'count': 7}]",JOURNAL OF ENDOUROLOGY,2003,NOV,17,,781-784,781,784,4,"[{'displayName': 'Hanash, KA', 'wosStandard': 'Hanash, KA', 'researcherId': 'EYM-2089-2022'}, {'displayName': 'Al-Othman, K', 'wosStandard': 'Al-Othman, K', 'researcherId': 'CBF-2224-2022'}, {'displayName': 'Mokhtar, A', 'wosStandard': 'Mokhtar, A', 'researcherId': 'DHN-2069-2022'}, {'displayName': 'Al-Ghamdi, A', 'wosStandard': 'Al-Ghamdi, A', 'researcherId': 'CBD-4791-2022'}, {'displayName': 'Aslam, M', 'wosStandard': 'Aslam, M', 'researcherId': 'HMT-6906-2023'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000186784400021&DestLinkType=FullRecord&DestApp=WOS_CPL,0892-7790,1557-900X,[],9,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000186784400021&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000186784400021&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1089/089277903770802371,14642043,,,,,,,
